,precision,recall,f1-score,support
0,0.6577181208053692,0.9607843137254902,0.7808764940239044,102.0
1,0.898876404494382,0.7843137254901961,0.837696335078534,102.0
2,0.9117647058823529,0.6078431372549019,0.7294117647058823,102.0
accuracy,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961
macro avg,0.8227864103940347,0.7843137254901961,0.7826615312694402,306.0
weighted avg,0.8227864103940348,0.7843137254901961,0.7826615312694403,306.0
