,precision,recall,f1-score,support
0,0.6347826086956522,0.7156862745098039,0.6728110599078341,102.0
1,0.8275862068965517,0.47058823529411764,0.6,102.0
2,0.5413533834586466,0.7058823529411765,0.6127659574468085,102.0
accuracy,0.630718954248366,0.630718954248366,0.630718954248366,0.630718954248366
macro avg,0.6679073996836168,0.630718954248366,0.6285256724515476,306.0
weighted avg,0.6679073996836169,0.630718954248366,0.6285256724515476,306.0
