,precision,recall,f1-score,support
0,0.5698324022346368,1.0,0.7259786476868327,102.0
1,0.9193548387096774,0.5588235294117647,0.6951219512195121,102.0
2,0.8615384615384616,0.5490196078431373,0.6706586826347305,102.0
accuracy,0.7026143790849673,0.7026143790849673,0.7026143790849673,0.7026143790849673
macro avg,0.7835752341609252,0.7026143790849674,0.6972530938470252,306.0
weighted avg,0.7835752341609252,0.7026143790849673,0.6972530938470252,306.0
