,precision,recall,f1-score,support
0,0.7520661157024794,0.8921568627450981,0.8161434977578476,102.0
1,0.7912087912087912,0.7058823529411765,0.7461139896373057,102.0
2,0.7553191489361702,0.696078431372549,0.7244897959183674,102.0
accuracy,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
macro avg,0.7661980186158136,0.7647058823529411,0.7622490944378403,306.0
weighted avg,0.7661980186158135,0.7647058823529411,0.7622490944378403,306.0
