,precision,recall,f1-score,support
0,0.5649717514124294,0.9803921568627451,0.7168458781362007,102.0
1,1.0,0.3137254901960784,0.47761194029850745,102.0
2,0.6597938144329897,0.6274509803921569,0.6432160804020101,102.0
accuracy,0.6405228758169934,0.6405228758169934,0.6405228758169934,0.6405228758169934
macro avg,0.741588521948473,0.6405228758169934,0.612557966278906,306.0
weighted avg,0.741588521948473,0.6405228758169934,0.612557966278906,306.0
