,precision,recall,f1-score,support
0,0.9871794871794872,0.7549019607843137,0.8555555555555555,102.0
1,0.6492537313432836,0.8529411764705882,0.7372881355932204,102.0
2,0.7446808510638298,0.6862745098039216,0.7142857142857143,102.0
accuracy,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
macro avg,0.7937046898622002,0.7647058823529411,0.76904313514483,306.0
weighted avg,0.7937046898622002,0.7647058823529411,0.7690431351448301,306.0
