,precision,recall,f1-score,support
0,0.8559322033898306,0.9901960784313726,0.9181818181818182,102.0
1,0.7981651376146789,0.8529411764705882,0.8246445497630331,102.0
2,0.8607594936708861,0.6666666666666666,0.7513812154696132,102.0
accuracy,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425
macro avg,0.8382856115584651,0.8366013071895425,0.8314025278048215,306.0
weighted avg,0.8382856115584651,0.8366013071895425,0.8314025278048215,306.0
