,precision,recall,f1-score,support
0,0.8482142857142857,0.9313725490196079,0.8878504672897196,102.0
1,0.8217821782178217,0.8137254901960784,0.8177339901477833,102.0
2,0.8172043010752689,0.7450980392156863,0.7794871794871795,102.0
accuracy,0.8300653594771242,0.8300653594771242,0.8300653594771242,0.8300653594771242
macro avg,0.8290669216691254,0.8300653594771242,0.8283572123082275,306.0
weighted avg,0.8290669216691255,0.8300653594771242,0.8283572123082275,306.0
