,precision,recall,f1-score,support
0,0.9285714285714286,0.8921568627450981,0.91,102.0
1,0.8080808080808081,0.7843137254901961,0.7960199004975125,102.0
2,0.7614678899082569,0.8137254901960784,0.7867298578199052,102.0
accuracy,0.8300653594771242,0.8300653594771242,0.8300653594771242,0.8300653594771242
macro avg,0.832706708853498,0.8300653594771242,0.8309165861058059,306.0
weighted avg,0.832706708853498,0.8300653594771242,0.830916586105806,306.0
