loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.8460929989814758,0.5808823704719543,1.828755259513855,0.3333333432674408
0.5687890648841858,0.7655228972434998,2.000817060470581,0.3333333432674408
0.43570080399513245,0.8390522599220276,2.647806167602539,0.3333333432674408
0.36981192231178284,0.8611111044883728,1.3908847570419312,0.3333333432674408
0.33651915192604065,0.8758170008659363,1.3607219457626343,0.3333333432674408
0.3072397708892822,0.8815359473228455,2.1979546546936035,0.3333333432674408
0.27381113171577454,0.8888888955116272,3.540958881378174,0.3333333432674408
0.20001143217086792,0.938725471496582,3.355421781539917,0.3333333432674408
0.1793508678674698,0.938725471496582,7.144341945648193,0.3333333432674408
0.17677275836467743,0.9477124214172363,0.8772083520889282,0.5359477400779724
0.14692503213882446,0.9468954205513,9.643534660339355,0.3333333432674408
0.12752237915992737,0.9616013169288635,28.90007781982422,0.3333333432674408
0.1224939301609993,0.9583333134651184,18.949928283691406,0.3333333432674408
0.09657944738864899,0.9656862616539001,41.48405456542969,0.3333333432674408
0.09267394244670868,0.9689542651176453,20.955307006835938,0.3333333432674408
