loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0.8682966828346252,0.6127451062202454,1.289381742477417,0.5
0.6678634285926819,0.6789215803146362,1.606682300567627,0.5
0.5925595760345459,0.7230392098426819,1.2522605657577515,0.5
0.5574700236320496,0.7438725233078003,1.26820969581604,0.5
0.50083988904953,0.7781862616539001,1.487073540687561,0.25
0.4683017432689667,0.8014705777168274,1.6530827283859253,0.25
0.4451711177825928,0.8198529481887817,1.121220350265503,0.5
0.4247182607650757,0.8247548937797546,1.5493122339248657,0.5
0.34925326704978943,0.8517156839370728,2.010685682296753,0.5
0.34187331795692444,0.8639705777168274,2.697345018386841,0.5
0.3304618000984192,0.8578431606292725,1.5727475881576538,0.5
0.30462002754211426,0.873774528503418,11.765572547912598,0.5
